food_name,dietary_type,meal_type,calories,protein,carbs,fats,portion_size,preparation_time,cuisine_type,ingredients,cooking_method,allergens,seasonality,difficulty_level,recipe_link
Grilled Chicken 617,Keto,Pre-workout,275,44,17,28,2 serving(s),38,Mediterranean,"Ingredient 1, Ingredient 14",Steam,eggs,Fall,Hard,https://example.com/recipe_617
Chicken Wrap 618,No Restrictions,Post-workout,175,49,35,33,3 serving(s),40,American,"Ingredient 6, Ingredient 20",Steam,nuts,Summer,Hard,https://example.com/recipe_618
Smoothie 619,Mediterranean,Snacks,363,20,74,1,2 serving(s),32,Indian,"Ingredient 5, Ingredient 12",No-Cook,nuts,All Year,Easy,https://example.com/recipe_619
Vegan Stir-Fry 620,Gluten-Free,Post-workout,209,30,43,16,3 serving(s),56,International,"Ingredient 8, Ingredient 12",Steam,soy,Fall,Medium,https://example.com/recipe_620
Quinoa Bowl 621,No Restrictions,Pre-workout,348,9,4,28,1 serving(s),13,Mediterranean,"Ingredient 2, Ingredient 11",Grill,soy,Spring,Easy,https://example.com/recipe_621
Tofu Curry 622,Vegetarian,Dinner,513,12,61,18,3 serving(s),45,Asian,"Ingredient 10, Ingredient 14",Grill,None,Fall,Easy,https://example.com/recipe_622
Grilled Chicken 623,Keto,Dinner,374,20,66,28,2 serving(s),18,Italian,"Ingredient 5, Ingredient 20",Bake,eggs,Fall,Medium,https://example.com/recipe_623
Oatmeal 624,No Restrictions,Dinner,263,7,11,19,3 serving(s),22,Middle Eastern,"Ingredient 4, Ingredient 17",Pan-fry,fish,Winter,Medium,https://example.com/recipe_624
Chicken Wrap 625,Mediterranean,Pre-workout,200,19,24,18,2 serving(s),50,Asian,"Ingredient 7, Ingredient 20",Boil,nuts,Winter,Hard,https://example.com/recipe_625
Smoothie 626,Gluten-Free,Dinner,215,11,98,7,3 serving(s),27,Middle Eastern,"Ingredient 10, Ingredient 13",Steam,gluten,Fall,Hard,https://example.com/recipe_626
Salmon Steak 627,Gluten-Free,Snacks,214,15,22,28,2 serving(s),17,Mediterranean,"Ingredient 3, Ingredient 15",Slow-cook,nuts,Spring,Easy,https://example.com/recipe_627
Smoothie 628,Mediterranean,Post-workout,404,31,12,41,1 serving(s),27,Mediterranean,"Ingredient 3, Ingredient 11",Boil,dairy,Fall,Medium,https://example.com/recipe_628
Tofu Curry 629,Gluten-Free,Snacks,513,10,1,4,3 serving(s),19,American,"Ingredient 4, Ingredient 11",Bake,nuts,Fall,Medium,https://example.com/recipe_629
Keto Egg Salad 630,Keto,Breakfast,561,39,95,43,1 serving(s),28,Asian,"Ingredient 10, Ingredient 14",Bake,None,Spring,Medium,https://example.com/recipe_630
Smoothie 631,Mediterranean,Lunch,420,33,39,28,3 serving(s),34,Middle Eastern,"Ingredient 2, Ingredient 11",Grill,nuts,Spring,Hard,https://example.com/recipe_631
Pasta Primavera 632,Mediterranean,Lunch,280,28,74,39,2 serving(s),20,Indian,"Ingredient 8, Ingredient 16",Air-fry,eggs,Summer,Easy,https://example.com/recipe_632
Grilled Chicken 633,Mediterranean,Post-workout,718,44,95,28,2 serving(s),9,Asian,"Ingredient 7, Ingredient 16",Steam,None,Winter,Medium,https://example.com/recipe_633
Vegan Stir-Fry 634,Paleo,Snacks,183,28,46,45,2 serving(s),55,Middle Eastern,"Ingredient 10, Ingredient 17",Pan-fry,shellfish,Fall,Easy,https://example.com/recipe_634
Pasta Primavera 635,Gluten-Free,Dinner,562,14,2,7,2 serving(s),50,Middle Eastern,"Ingredient 1, Ingredient 16",Steam,None,Winter,Easy,https://example.com/recipe_635
Tofu Curry 636,Gluten-Free,Snacks,714,50,21,1,2 serving(s),33,Middle Eastern,"Ingredient 9, Ingredient 14",Slow-cook,soy,Fall,Hard,https://example.com/recipe_636
Chicken Wrap 637,Keto,Breakfast,466,39,18,28,3 serving(s),12,Asian,"Ingredient 10, Ingredient 19",Slow-cook,shellfish,Spring,Medium,https://example.com/recipe_637
Vegan Stir-Fry 638,Gluten-Free,Post-workout,476,16,23,49,1 serving(s),9,Middle Eastern,"Ingredient 9, Ingredient 12",No-Cook,gluten,All Year,Medium,https://example.com/recipe_638
Salmon Steak 639,Mediterranean,Lunch,641,11,74,8,2 serving(s),15,Asian,"Ingredient 1, Ingredient 18",Steam,eggs,Spring,Hard,https://example.com/recipe_639
Oatmeal 640,Gluten-Free,Lunch,227,18,62,26,3 serving(s),7,Italian,"Ingredient 5, Ingredient 12",Boil,eggs,Winter,Hard,https://example.com/recipe_640
Keto Egg Salad 641,Paleo,Dinner,574,15,83,40,1 serving(s),57,Middle Eastern,"Ingredient 6, Ingredient 11",Bake,None,Winter,Hard,https://example.com/recipe_641
Grilled Chicken 642,Gluten-Free,Dinner,553,43,12,47,1 serving(s),27,Indian,"Ingredient 4, Ingredient 13",Steam,nuts,Winter,Hard,https://example.com/recipe_642
Quinoa Bowl 643,Paleo,Post-workout,549,20,73,22,3 serving(s),45,Indian,"Ingredient 8, Ingredient 11",Steam,soy,Spring,Easy,https://example.com/recipe_643
Pasta Primavera 644,Keto,Lunch,318,6,23,21,3 serving(s),13,American,"Ingredient 5, Ingredient 19",Bake,fish,Spring,Medium,https://example.com/recipe_644
Smoothie 645,Vegetarian,Post-workout,158,12,41,33,1 serving(s),38,Mexican,"Ingredient 9, Ingredient 17",Pan-fry,dairy,All Year,Hard,https://example.com/recipe_645
Tofu Curry 646,Vegan,Post-workout,473,47,95,25,2 serving(s),41,Italian,"Ingredient 1, Ingredient 17",Grill,fish,All Year,Easy,https://example.com/recipe_646
Chicken Wrap 647,Keto,Lunch,213,28,18,31,2 serving(s),48,Middle Eastern,"Ingredient 7, Ingredient 15",Grill,eggs,Spring,Easy,https://example.com/recipe_647
Keto Egg Salad 648,Paleo,Breakfast,665,40,72,0,2 serving(s),48,Mediterranean,"Ingredient 1, Ingredient 12",Bake,fish,Spring,Easy,https://example.com/recipe_648
Salmon Steak 649,No Restrictions,Dinner,148,50,31,26,3 serving(s),55,Mexican,"Ingredient 8, Ingredient 14",Slow-cook,shellfish,Summer,Medium,https://example.com/recipe_649
Smoothie 650,Keto,Dinner,160,47,97,2,2 serving(s),28,Indian,"Ingredient 6, Ingredient 16",Steam,fish,Winter,Easy,https://example.com/recipe_650
Keto Egg Salad 651,Keto,Post-workout,450,43,63,15,1 serving(s),56,Mediterranean,"Ingredient 9, Ingredient 18",Steam,shellfish,Winter,Easy,https://example.com/recipe_651
Chicken Wrap 652,Vegan,Dinner,469,23,77,36,1 serving(s),9,Asian,"Ingredient 5, Ingredient 18",Grill,None,Fall,Hard,https://example.com/recipe_652
Salmon Steak 653,No Restrictions,Dinner,168,29,98,10,2 serving(s),54,Indian,"Ingredient 10, Ingredient 12",Slow-cook,gluten,Spring,Medium,https://example.com/recipe_653
Pasta Primavera 654,Mediterranean,Breakfast,242,31,75,40,2 serving(s),10,American,"Ingredient 9, Ingredient 13",Boil,fish,Fall,Hard,https://example.com/recipe_654
Chicken Wrap 655,Vegan,Post-workout,338,39,12,25,3 serving(s),24,Mexican,"Ingredient 3, Ingredient 16",Air-fry,eggs,Fall,Easy,https://example.com/recipe_655
Chicken Wrap 656,Paleo,Post-workout,192,32,5,33,2 serving(s),6,American,"Ingredient 5, Ingredient 12",Boil,nuts,Summer,Hard,https://example.com/recipe_656
Oatmeal 657,Vegetarian,Post-workout,489,11,0,49,3 serving(s),12,Mexican,"Ingredient 5, Ingredient 12",Steam,None,Winter,Medium,https://example.com/recipe_657
Oatmeal 658,Gluten-Free,Breakfast,129,45,90,20,2 serving(s),10,American,"Ingredient 9, Ingredient 17",Boil,nuts,Spring,Easy,https://example.com/recipe_658
Chicken Wrap 659,No Restrictions,Post-workout,427,29,39,6,3 serving(s),34,Italian,"Ingredient 5, Ingredient 14",Steam,fish,All Year,Hard,https://example.com/recipe_659
Smoothie 660,Gluten-Free,Breakfast,634,28,35,41,2 serving(s),36,Indian,"Ingredient 3, Ingredient 17",Bake,eggs,All Year,Hard,https://example.com/recipe_660
Keto Egg Salad 661,Paleo,Snacks,150,46,23,10,2 serving(s),22,Mediterranean,"Ingredient 3, Ingredient 15",Bake,None,Winter,Easy,https://example.com/recipe_661
Pasta Primavera 662,Gluten-Free,Breakfast,128,16,20,13,1 serving(s),17,American,"Ingredient 2, Ingredient 15",Air-fry,soy,All Year,Easy,https://example.com/recipe_662
Tofu Curry 663,No Restrictions,Breakfast,800,7,15,22,3 serving(s),47,Mediterranean,"Ingredient 2, Ingredient 17",No-Cook,None,Spring,Hard,https://example.com/recipe_663
Pasta Primavera 664,Vegan,Lunch,260,38,5,20,3 serving(s),57,Asian,"Ingredient 7, Ingredient 18",Boil,gluten,Winter,Medium,https://example.com/recipe_664
Pasta Primavera 665,Keto,Breakfast,516,40,53,49,3 serving(s),13,Italian,"Ingredient 1, Ingredient 13",Bake,soy,Spring,Hard,https://example.com/recipe_665
Grilled Chicken 666,Gluten-Free,Pre-workout,495,11,86,45,3 serving(s),33,Middle Eastern,"Ingredient 8, Ingredient 18",Boil,eggs,Fall,Medium,https://example.com/recipe_666
Pasta Primavera 667,Vegan,Lunch,597,24,40,5,2 serving(s),28,Mediterranean,"Ingredient 6, Ingredient 15",No-Cook,None,Spring,Medium,https://example.com/recipe_667
Chicken Wrap 668,Vegetarian,Lunch,639,15,46,25,1 serving(s),54,Mexican,"Ingredient 10, Ingredient 17",Bake,dairy,Fall,Easy,https://example.com/recipe_668
Quinoa Bowl 669,Vegetarian,Snacks,666,14,100,9,2 serving(s),54,Middle Eastern,"Ingredient 8, Ingredient 12",Grill,fish,Fall,Easy,https://example.com/recipe_669
Oatmeal 670,Gluten-Free,Breakfast,678,43,85,17,3 serving(s),55,Italian,"Ingredient 9, Ingredient 11",Grill,eggs,Spring,Medium,https://example.com/recipe_670
Grilled Chicken 671,Vegetarian,Post-workout,736,46,83,34,3 serving(s),42,Mediterranean,"Ingredient 10, Ingredient 15",No-Cook,fish,All Year,Hard,https://example.com/recipe_671
Keto Egg Salad 672,Vegetarian,Breakfast,324,36,78,10,3 serving(s),34,Asian,"Ingredient 3, Ingredient 18",Bake,gluten,Spring,Medium,https://example.com/recipe_672
Smoothie 673,Gluten-Free,Snacks,692,49,89,43,3 serving(s),6,Italian,"Ingredient 3, Ingredient 13",No-Cook,dairy,Spring,Hard,https://example.com/recipe_673
Smoothie 674,Mediterranean,Pre-workout,393,43,56,4,2 serving(s),5,Asian,"Ingredient 5, Ingredient 16",Boil,gluten,All Year,Medium,https://example.com/recipe_674
Tofu Curry 675,Mediterranean,Pre-workout,773,29,81,49,2 serving(s),19,Mediterranean,"Ingredient 8, Ingredient 17",Slow-cook,nuts,Winter,Medium,https://example.com/recipe_675
Keto Egg Salad 676,Paleo,Lunch,414,46,84,12,3 serving(s),24,Indian,"Ingredient 1, Ingredient 17",Pan-fry,eggs,Summer,Medium,https://example.com/recipe_676
Smoothie 677,Vegan,Lunch,267,43,97,48,2 serving(s),9,International,"Ingredient 4, Ingredient 13",Boil,gluten,Winter,Medium,https://example.com/recipe_677
Quinoa Bowl 678,Keto,Dinner,135,18,42,32,1 serving(s),54,Italian,"Ingredient 1, Ingredient 19",Boil,fish,Fall,Hard,https://example.com/recipe_678
Chicken Wrap 679,Paleo,Pre-workout,130,19,39,50,1 serving(s),40,Italian,"Ingredient 8, Ingredient 18",Pan-fry,gluten,All Year,Medium,https://example.com/recipe_679
Tofu Curry 680,Vegan,Lunch,526,46,26,1,3 serving(s),54,Asian,"Ingredient 8, Ingredient 15",Bake,None,Summer,Easy,https://example.com/recipe_680
Keto Egg Salad 681,Mediterranean,Pre-workout,475,16,51,0,1 serving(s),38,American,"Ingredient 7, Ingredient 17",Air-fry,nuts,Spring,Medium,https://example.com/recipe_681
Vegan Stir-Fry 682,Vegetarian,Breakfast,190,19,97,27,1 serving(s),18,Mexican,"Ingredient 3, Ingredient 11",Bake,gluten,Winter,Hard,https://example.com/recipe_682
Quinoa Bowl 683,No Restrictions,Dinner,341,47,16,25,1 serving(s),58,American,"Ingredient 3, Ingredient 13",Air-fry,fish,Winter,Hard,https://example.com/recipe_683
Chicken Wrap 684,Vegan,Breakfast,593,16,89,14,1 serving(s),7,Mexican,"Ingredient 6, Ingredient 14",Boil,fish,Winter,Hard,https://example.com/recipe_684
Quinoa Bowl 685,Vegan,Snacks,535,48,98,13,2 serving(s),50,Mediterranean,"Ingredient 1, Ingredient 13",Pan-fry,dairy,Fall,Easy,https://example.com/recipe_685
Salmon Steak 686,Vegetarian,Breakfast,143,46,57,29,3 serving(s),59,Mexican,"Ingredient 8, Ingredient 20",Air-fry,None,Fall,Medium,https://example.com/recipe_686
Chicken Wrap 687,Gluten-Free,Breakfast,623,5,92,5,1 serving(s),17,Mexican,"Ingredient 7, Ingredient 16",Slow-cook,gluten,Fall,Easy,https://example.com/recipe_687
Oatmeal 688,No Restrictions,Dinner,500,31,12,43,3 serving(s),53,International,"Ingredient 4, Ingredient 12",Bake,fish,Fall,Hard,https://example.com/recipe_688
Pasta Primavera 689,Paleo,Post-workout,418,49,25,19,1 serving(s),46,American,"Ingredient 9, Ingredient 18",Slow-cook,nuts,Fall,Medium,https://example.com/recipe_689
Grilled Chicken 690,Paleo,Snacks,758,49,39,10,3 serving(s),47,Asian,"Ingredient 9, Ingredient 16",Slow-cook,fish,All Year,Hard,https://example.com/recipe_690
Oatmeal 691,Keto,Lunch,758,11,13,22,3 serving(s),30,Middle Eastern,"Ingredient 2, Ingredient 18",Slow-cook,soy,Fall,Hard,https://example.com/recipe_691
Smoothie 692,Paleo,Breakfast,583,15,36,21,1 serving(s),43,American,"Ingredient 7, Ingredient 11",Slow-cook,soy,Summer,Hard,https://example.com/recipe_692
Keto Egg Salad 693,Vegan,Pre-workout,273,20,18,23,3 serving(s),38,Asian,"Ingredient 9, Ingredient 12",Boil,None,Fall,Medium,https://example.com/recipe_693
Tofu Curry 694,Gluten-Free,Dinner,345,46,18,48,3 serving(s),18,American,"Ingredient 2, Ingredient 11",Steam,None,Fall,Hard,https://example.com/recipe_694
Vegan Stir-Fry 695,No Restrictions,Lunch,497,8,32,5,2 serving(s),15,Mediterranean,"Ingredient 7, Ingredient 13",Bake,nuts,Fall,Medium,https://example.com/recipe_695
Oatmeal 696,Vegetarian,Dinner,407,48,71,1,3 serving(s),33,Asian,"Ingredient 7, Ingredient 18",Boil,soy,Spring,Hard,https://example.com/recipe_696
Grilled Chicken 697,Vegetarian,Breakfast,287,21,81,34,2 serving(s),5,Mexican,"Ingredient 9, Ingredient 17",Slow-cook,gluten,All Year,Medium,https://example.com/recipe_697
Smoothie 698,Vegetarian,Breakfast,667,23,68,10,2 serving(s),37,Mediterranean,"Ingredient 4, Ingredient 17",Steam,eggs,Winter,Easy,https://example.com/recipe_698
Quinoa Bowl 699,Vegetarian,Snacks,566,25,4,31,2 serving(s),27,Middle Eastern,"Ingredient 9, Ingredient 12",Boil,eggs,Fall,Easy,https://example.com/recipe_699
Pasta Primavera 700,Keto,Breakfast,175,24,29,38,3 serving(s),9,Asian,"Ingredient 4, Ingredient 19",Steam,eggs,Spring,Easy,https://example.com/recipe_700
Pasta Primavera 701,Keto,Dinner,790,7,18,17,1 serving(s),43,Indian,"Ingredient 1, Ingredient 17",No-Cook,fish,All Year,Hard,https://example.com/recipe_701
Pasta Primavera 702,Vegan,Dinner,117,49,10,29,3 serving(s),32,Indian,"Ingredient 6, Ingredient 12",No-Cook,None,Fall,Hard,https://example.com/recipe_702
Grilled Chicken 703,Vegetarian,Dinner,184,39,50,9,2 serving(s),42,Italian,"Ingredient 4, Ingredient 19",Boil,dairy,Fall,Hard,https://example.com/recipe_703
Grilled Chicken 704,Vegan,Post-workout,510,21,55,29,2 serving(s),58,International,"Ingredient 6, Ingredient 11",Grill,shellfish,Summer,Medium,https://example.com/recipe_704
Pasta Primavera 705,Keto,Dinner,309,31,76,16,2 serving(s),33,Mediterranean,"Ingredient 5, Ingredient 17",No-Cook,shellfish,All Year,Hard,https://example.com/recipe_705
Pasta Primavera 706,Keto,Dinner,216,32,75,16,2 serving(s),54,Indian,"Ingredient 9, Ingredient 12",Pan-fry,nuts,Spring,Easy,https://example.com/recipe_706
Chicken Wrap 707,Keto,Snacks,386,12,30,35,2 serving(s),6,Asian,"Ingredient 6, Ingredient 15",Air-fry,soy,All Year,Hard,https://example.com/recipe_707
Grilled Chicken 708,Vegetarian,Lunch,625,21,51,17,3 serving(s),9,International,"Ingredient 10, Ingredient 14",Bake,fish,Fall,Easy,https://example.com/recipe_708
Chicken Wrap 709,Paleo,Dinner,338,12,71,49,2 serving(s),38,American,"Ingredient 5, Ingredient 20",No-Cook,shellfish,All Year,Medium,https://example.com/recipe_709
Keto Egg Salad 710,Mediterranean,Breakfast,748,30,48,4,3 serving(s),31,Indian,"Ingredient 7, Ingredient 17",Grill,None,Winter,Easy,https://example.com/recipe_710
Vegan Stir-Fry 711,Keto,Snacks,400,20,69,25,3 serving(s),10,Italian,"Ingredient 8, Ingredient 18",Steam,nuts,All Year,Easy,https://example.com/recipe_711
Grilled Chicken 712,Gluten-Free,Dinner,733,29,21,9,1 serving(s),38,International,"Ingredient 9, Ingredient 14",Air-fry,dairy,Summer,Easy,https://example.com/recipe_712
Tofu Curry 713,Vegetarian,Post-workout,527,9,96,48,3 serving(s),11,Mexican,"Ingredient 5, Ingredient 11",Air-fry,shellfish,Spring,Easy,https://example.com/recipe_713
Tofu Curry 714,Gluten-Free,Lunch,487,18,96,33,3 serving(s),37,Mexican,"Ingredient 1, Ingredient 11",Boil,gluten,All Year,Hard,https://example.com/recipe_714
Vegan Stir-Fry 715,No Restrictions,Snacks,749,47,16,41,1 serving(s),46,Asian,"Ingredient 7, Ingredient 17",Slow-cook,shellfish,Fall,Easy,https://example.com/recipe_715
Tofu Curry 716,Mediterranean,Post-workout,589,46,63,38,1 serving(s),26,International,"Ingredient 2, Ingredient 18",Air-fry,fish,Winter,Medium,https://example.com/recipe_716
Quinoa Bowl 717,Paleo,Breakfast,213,18,13,30,2 serving(s),8,Italian,"Ingredient 8, Ingredient 14",Pan-fry,None,Summer,Medium,https://example.com/recipe_717
Salmon Steak 718,Keto,Pre-workout,287,46,64,34,3 serving(s),44,Asian,"Ingredient 5, Ingredient 17",Pan-fry,gluten,Fall,Hard,https://example.com/recipe_718
Keto Egg Salad 719,No Restrictions,Pre-workout,136,31,19,4,1 serving(s),38,Indian,"Ingredient 1, Ingredient 12",Slow-cook,None,Spring,Easy,https://example.com/recipe_719
Salmon Steak 720,Paleo,Breakfast,302,20,47,42,1 serving(s),58,American,"Ingredient 7, Ingredient 20",Slow-cook,fish,Fall,Medium,https://example.com/recipe_720
Salmon Steak 721,Keto,Post-workout,573,44,17,3,1 serving(s),32,American,"Ingredient 3, Ingredient 15",Pan-fry,shellfish,Fall,Hard,https://example.com/recipe_721
Grilled Chicken 722,No Restrictions,Lunch,316,24,99,9,1 serving(s),42,International,"Ingredient 2, Ingredient 12",Bake,shellfish,Fall,Easy,https://example.com/recipe_722
Pasta Primavera 723,Mediterranean,Lunch,593,38,54,26,2 serving(s),57,Asian,"Ingredient 2, Ingredient 12",Grill,soy,Spring,Medium,https://example.com/recipe_723
Smoothie 724,No Restrictions,Breakfast,508,25,19,28,2 serving(s),41,American,"Ingredient 6, Ingredient 13",Bake,soy,Spring,Medium,https://example.com/recipe_724
Tofu Curry 725,Mediterranean,Breakfast,198,27,22,16,3 serving(s),13,International,"Ingredient 3, Ingredient 17",Bake,gluten,All Year,Medium,https://example.com/recipe_725
Smoothie 726,Vegetarian,Pre-workout,493,29,68,25,3 serving(s),46,Middle Eastern,"Ingredient 10, Ingredient 17",Slow-cook,fish,Fall,Easy,https://example.com/recipe_726
Smoothie 727,Keto,Lunch,112,47,0,7,1 serving(s),45,Italian,"Ingredient 6, Ingredient 16",Pan-fry,fish,Summer,Medium,https://example.com/recipe_727
Tofu Curry 728,Gluten-Free,Snacks,231,21,69,42,3 serving(s),21,American,"Ingredient 8, Ingredient 15",Boil,fish,Summer,Easy,https://example.com/recipe_728
Oatmeal 729,Gluten-Free,Dinner,237,6,25,23,1 serving(s),17,Middle Eastern,"Ingredient 4, Ingredient 11",Steam,dairy,Summer,Easy,https://example.com/recipe_729
Smoothie 730,Paleo,Lunch,446,24,42,34,1 serving(s),36,Mexican,"Ingredient 3, Ingredient 15",Grill,dairy,Winter,Medium,https://example.com/recipe_730
Salmon Steak 731,Gluten-Free,Dinner,627,31,23,25,2 serving(s),58,Mexican,"Ingredient 4, Ingredient 16",Boil,nuts,Summer,Hard,https://example.com/recipe_731
Smoothie 732,Mediterranean,Breakfast,207,38,96,21,2 serving(s),44,Italian,"Ingredient 2, Ingredient 14",Boil,dairy,Fall,Medium,https://example.com/recipe_732
Pasta Primavera 733,Vegetarian,Snacks,297,30,39,14,2 serving(s),42,Middle Eastern,"Ingredient 9, Ingredient 16",Grill,eggs,All Year,Hard,https://example.com/recipe_733
Salmon Steak 734,No Restrictions,Snacks,733,40,60,10,3 serving(s),19,Indian,"Ingredient 4, Ingredient 16",Boil,soy,Winter,Medium,https://example.com/recipe_734
Chicken Wrap 735,Paleo,Dinner,359,34,52,36,1 serving(s),11,Italian,"Ingredient 5, Ingredient 15",Pan-fry,soy,Winter,Medium,https://example.com/recipe_735
Grilled Chicken 736,Vegan,Pre-workout,433,27,97,40,1 serving(s),44,American,"Ingredient 5, Ingredient 18",Pan-fry,nuts,Fall,Medium,https://example.com/recipe_736
Chicken Wrap 737,Vegetarian,Pre-workout,592,28,76,45,3 serving(s),7,Mexican,"Ingredient 7, Ingredient 20",Steam,eggs,Spring,Medium,https://example.com/recipe_737
Quinoa Bowl 738,No Restrictions,Dinner,590,11,100,39,1 serving(s),55,Mediterranean,"Ingredient 3, Ingredient 14",Grill,soy,All Year,Hard,https://example.com/recipe_738
Salmon Steak 739,Paleo,Snacks,294,40,19,18,2 serving(s),21,American,"Ingredient 8, Ingredient 19",Steam,nuts,Spring,Hard,https://example.com/recipe_739
Quinoa Bowl 740,Vegan,Snacks,256,31,37,9,1 serving(s),39,Italian,"Ingredient 2, Ingredient 16",Pan-fry,soy,Spring,Hard,https://example.com/recipe_740
Keto Egg Salad 741,Keto,Snacks,192,7,1,17,2 serving(s),34,Indian,"Ingredient 7, Ingredient 11",Bake,shellfish,All Year,Hard,https://example.com/recipe_741
Tofu Curry 742,Gluten-Free,Breakfast,365,31,9,18,2 serving(s),46,Mediterranean,"Ingredient 4, Ingredient 19",No-Cook,None,Summer,Medium,https://example.com/recipe_742
Vegan Stir-Fry 743,No Restrictions,Lunch,284,17,56,9,1 serving(s),35,Asian,"Ingredient 2, Ingredient 14",Pan-fry,nuts,Summer,Hard,https://example.com/recipe_743
Tofu Curry 744,Paleo,Pre-workout,302,11,18,8,3 serving(s),44,Indian,"Ingredient 1, Ingredient 15",Boil,nuts,Winter,Hard,https://example.com/recipe_744
Quinoa Bowl 745,Keto,Breakfast,294,43,62,47,2 serving(s),47,Mediterranean,"Ingredient 3, Ingredient 17",No-Cook,shellfish,Summer,Medium,https://example.com/recipe_745
Smoothie 746,No Restrictions,Post-workout,709,36,75,31,3 serving(s),28,Asian,"Ingredient 10, Ingredient 18",Slow-cook,nuts,Spring,Medium,https://example.com/recipe_746
Grilled Chicken 747,Vegetarian,Pre-workout,277,34,42,9,3 serving(s),44,American,"Ingredient 2, Ingredient 17",Steam,nuts,Summer,Easy,https://example.com/recipe_747
Salmon Steak 748,Mediterranean,Dinner,194,46,51,44,3 serving(s),14,Mediterranean,"Ingredient 9, Ingredient 15",Bake,shellfish,Spring,Medium,https://example.com/recipe_748
Grilled Chicken 749,Paleo,Snacks,337,15,18,35,3 serving(s),43,Asian,"Ingredient 10, Ingredient 12",Pan-fry,nuts,Winter,Easy,https://example.com/recipe_749
Keto Egg Salad 750,Keto,Dinner,381,49,54,43,3 serving(s),49,Indian,"Ingredient 5, Ingredient 14",No-Cook,gluten,All Year,Hard,https://example.com/recipe_750
Quinoa Bowl 751,No Restrictions,Dinner,668,9,60,16,1 serving(s),21,Mediterranean,"Ingredient 7, Ingredient 12",Air-fry,dairy,All Year,Hard,https://example.com/recipe_751
Quinoa Bowl 752,Mediterranean,Snacks,720,11,83,31,2 serving(s),15,Asian,"Ingredient 3, Ingredient 13",Air-fry,gluten,Spring,Hard,https://example.com/recipe_752
Quinoa Bowl 753,No Restrictions,Dinner,271,17,93,39,1 serving(s),32,Middle Eastern,"Ingredient 1, Ingredient 13",Steam,soy,Spring,Medium,https://example.com/recipe_753
Quinoa Bowl 754,Gluten-Free,Lunch,173,46,61,45,1 serving(s),14,International,"Ingredient 7, Ingredient 18",No-Cook,dairy,Spring,Medium,https://example.com/recipe_754
Vegan Stir-Fry 755,Mediterranean,Pre-workout,207,43,54,27,3 serving(s),18,Italian,"Ingredient 6, Ingredient 18",Boil,eggs,All Year,Medium,https://example.com/recipe_755
Chicken Wrap 756,Keto,Breakfast,471,34,38,17,1 serving(s),29,American,"Ingredient 10, Ingredient 12",Boil,fish,Summer,Easy,https://example.com/recipe_756
Tofu Curry 757,Gluten-Free,Dinner,357,11,52,13,2 serving(s),21,International,"Ingredient 6, Ingredient 19",Air-fry,eggs,All Year,Medium,https://example.com/recipe_757
Oatmeal 758,No Restrictions,Post-workout,799,29,45,20,2 serving(s),36,International,"Ingredient 9, Ingredient 20",Pan-fry,soy,Summer,Hard,https://example.com/recipe_758
Keto Egg Salad 759,Keto,Lunch,564,33,51,8,2 serving(s),10,Asian,"Ingredient 2, Ingredient 19",Grill,gluten,Spring,Medium,https://example.com/recipe_759
Oatmeal 760,Mediterranean,Dinner,234,35,9,35,2 serving(s),53,Indian,"Ingredient 6, Ingredient 18",Steam,nuts,Winter,Easy,https://example.com/recipe_760
Tofu Curry 761,Paleo,Breakfast,151,18,16,48,2 serving(s),10,International,"Ingredient 1, Ingredient 17",Steam,gluten,Spring,Medium,https://example.com/recipe_761
Oatmeal 762,Paleo,Lunch,352,45,9,35,3 serving(s),16,Middle Eastern,"Ingredient 1, Ingredient 18",Boil,eggs,Winter,Easy,https://example.com/recipe_762
Grilled Chicken 763,Gluten-Free,Post-workout,769,17,98,31,3 serving(s),46,Middle Eastern,"Ingredient 1, Ingredient 18",Boil,shellfish,Fall,Medium,https://example.com/recipe_763
Grilled Chicken 764,Paleo,Dinner,710,26,41,2,1 serving(s),56,Mediterranean,"Ingredient 3, Ingredient 15",Steam,fish,Winter,Hard,https://example.com/recipe_764
Keto Egg Salad 765,Keto,Lunch,314,17,27,45,2 serving(s),25,Indian,"Ingredient 10, Ingredient 18",No-Cook,dairy,Fall,Hard,https://example.com/recipe_765
Vegan Stir-Fry 766,Mediterranean,Snacks,618,46,61,46,2 serving(s),60,Italian,"Ingredient 5, Ingredient 13",Boil,nuts,Spring,Hard,https://example.com/recipe_766
Tofu Curry 767,Gluten-Free,Post-workout,512,16,46,45,3 serving(s),56,International,"Ingredient 4, Ingredient 19",Air-fry,None,Summer,Medium,https://example.com/recipe_767
Grilled Chicken 768,Gluten-Free,Lunch,670,15,29,38,1 serving(s),44,Middle Eastern,"Ingredient 1, Ingredient 18",Steam,gluten,Fall,Easy,https://example.com/recipe_768
Tofu Curry 769,Gluten-Free,Breakfast,638,10,7,1,3 serving(s),43,Middle Eastern,"Ingredient 5, Ingredient 18",Pan-fry,fish,Summer,Medium,https://example.com/recipe_769
Smoothie 770,Gluten-Free,Snacks,272,33,40,9,2 serving(s),43,Asian,"Ingredient 5, Ingredient 17",Bake,None,Spring,Hard,https://example.com/recipe_770
Grilled Chicken 771,Keto,Snacks,371,13,78,46,1 serving(s),17,Middle Eastern,"Ingredient 10, Ingredient 12",Bake,gluten,All Year,Easy,https://example.com/recipe_771
