Workout_Name,Duration,Intensity,Goal,Level
CrossFit,54,Medium,Endurance,Beginner
Swimming,37,Low,Muscle Gain,Advanced
Cardio,44,Medium,Flexibility,Advanced
Pilates,67,High,Endurance,Intermediate
Yoga,28,Medium,Flexibility,Beginner
Cardio,88,Low,Flexibility,Intermediate
CrossFit,87,Medium,Endurance,Beginner
Yoga,29,Medium,Flexibility,Intermediate
Cardio,64,Medium,General Fitness,Advanced
Strength Training,51,Medium,General Fitness,Advanced
HIIT,32,Medium,Flexibility,Advanced
Pilates,62,Medium,Endurance,Beginner
Running,44,High,Flexibility,Intermediate
Swimming,46,High,Weight Loss,Beginner
Running,28,Medium,Muscle Gain,Intermediate
CrossFit,44,High,Muscle Gain,Intermediate
Pilates,15,Medium,Endurance,Intermediate
Swimming,76,Low,General Fitness,Intermediate
Boxing,61,High,Flexibility,Intermediate
Cycling,44,Medium,Flexibility,Intermediate
Strength Training,44,Medium,Muscle Gain,Advanced
Cardio,87,High,Weight Loss,Intermediate
Cardio,20,High,Muscle Gain,Intermediate
Cycling,37,Low,Weight Loss,Beginner
Strength Training,56,Low,Flexibility,Advanced
Cycling,51,High,Weight Loss,Intermediate
Strength Training,75,Medium,Flexibility,Advanced
Cycling,58,Low,General Fitness,Intermediate
Yoga,24,Low,Muscle Gain,Intermediate
Strength Training,87,High,Flexibility,Intermediate
Yoga,55,Low,General Fitness,Beginner
Cardio,46,High,Muscle Gain,Intermediate
Running,71,Medium,Weight Loss,Intermediate
Swimming,87,Low,Flexibility,Beginner
Running,38,Low,Endurance,Advanced
Yoga,21,Low,General Fitness,Advanced
Pilates,38,High,General Fitness,Beginner
Yoga,22,Medium,Muscle Gain,Advanced
Strength Training,41,High,Endurance,Intermediate
CrossFit,17,Low,Weight Loss,Beginner
HIIT,79,Low,Weight Loss,Intermediate
Cycling,69,Medium,General Fitness,Intermediate
HIIT,78,High,Weight Loss,Intermediate
Running,72,High,Muscle Gain,Advanced
Cardio,29,High,Muscle Gain,Intermediate
Running,35,Low,Endurance,Intermediate
HIIT,87,Medium,Endurance,Intermediate
Pilates,31,High,Muscle Gain,Intermediate
Running,27,Low,General Fitness,Beginner
Cardio,21,Medium,Muscle Gain,Beginner
Running,57,Medium,Endurance,Advanced
Strength Training,61,High,Flexibility,Advanced
Swimming,31,Low,Endurance,Intermediate
Running,87,Low,Muscle Gain,Advanced
Cardio,69,Low,Weight Loss,Intermediate
HIIT,15,High,Endurance,Intermediate
HIIT,69,Medium,General Fitness,Beginner
Swimming,83,High,Muscle Gain,Advanced
Strength Training,81,Medium,Weight Loss,Advanced
HIIT,85,Low,General Fitness,Advanced
Yoga,40,Low,Flexibility,Beginner
Yoga,63,Low,Weight Loss,Beginner
Swimming,87,Low,Endurance,Beginner
Swimming,85,Medium,Muscle Gain,Beginner
Strength Training,23,Low,Weight Loss,Beginner
Running,80,High,Muscle Gain,Beginner
HIIT,50,High,Endurance,Beginner
Boxing,55,High,Weight Loss,Intermediate
Pilates,27,High,Flexibility,Intermediate
Strength Training,50,Low,Endurance,Advanced
Boxing,16,Low,General Fitness,Beginner
Strength Training,74,Medium,General Fitness,Advanced
Strength Training,33,High,Muscle Gain,Advanced
CrossFit,65,Low,Flexibility,Advanced
Pilates,16,High,Endurance,Intermediate
Pilates,79,Low,General Fitness,Beginner
Cycling,87,High,Flexibility,Intermediate
Swimming,65,Low,General Fitness,Beginner
Cycling,59,Medium,General Fitness,Intermediate
Yoga,88,Medium,Muscle Gain,Advanced
HIIT,26,High,Flexibility,Beginner
CrossFit,54,High,Endurance,Intermediate
Swimming,81,High,Weight Loss,Beginner
CrossFit,85,Low,Flexibility,Beginner
Cardio,54,Low,Muscle Gain,Beginner
CrossFit,69,Low,Flexibility,Advanced
Running,27,Medium,Endurance,Intermediate
HIIT,67,Medium,Weight Loss,Advanced
CrossFit,29,Low,General Fitness,Beginner
CrossFit,77,Medium,General Fitness,Advanced
Cycling,83,Medium,Muscle Gain,Intermediate
Running,75,High,Endurance,Intermediate
Cycling,62,High,Endurance,Intermediate
Swimming,76,High,Weight Loss,Beginner
Running,44,Low,Endurance,Beginner
Cardio,58,Medium,Flexibility,Beginner
HIIT,60,High,Endurance,Advanced
CrossFit,84,Low,Endurance,Advanced
CrossFit,56,Low,Muscle Gain,Advanced
Swimming,90,High,Endurance,Advanced
Boxing,52,Medium,Endurance,Advanced
Yoga,22,High,General Fitness,Advanced
Cardio,56,High,Flexibility,Advanced
Cycling,68,High,Endurance,Beginner
HIIT,31,Low,Endurance,Intermediate
Running,20,Medium,Muscle Gain,Beginner
Swimming,75,High,Endurance,Intermediate
CrossFit,81,High,Endurance,Advanced
Running,27,High,General Fitness,Advanced
Cycling,47,Medium,Weight Loss,Intermediate
Running,37,Medium,Endurance,Beginner
HIIT,35,Medium,Flexibility,Advanced
CrossFit,29,Low,Flexibility,Advanced
Strength Training,37,Medium,General Fitness,Advanced
Cycling,83,Medium,Endurance,Advanced
Strength Training,85,Low,Weight Loss,Advanced
Cycling,86,Low,Endurance,Intermediate
Swimming,57,Medium,Flexibility,Intermediate
Cycling,84,Medium,Flexibility,Beginner
Boxing,85,High,Endurance,Advanced
Cardio,87,Medium,Endurance,Advanced
Cardio,60,Medium,Endurance,Intermediate
Strength Training,40,Medium,Muscle Gain,Advanced
Cardio,30,Medium,Muscle Gain,Beginner
Running,37,Medium,Endurance,Advanced
HIIT,57,Low,Weight Loss,Beginner
Swimming,18,Medium,Muscle Gain,Intermediate
Boxing,83,Medium,Flexibility,Intermediate
Boxing,37,High,Weight Loss,Beginner
HIIT,32,High,Endurance,Beginner
Cardio,21,High,Endurance,Beginner
Pilates,30,Low,Muscle Gain,Beginner
Swimming,83,Medium,General Fitness,Intermediate
Running,80,Low,Endurance,Beginner
Running,69,Medium,Endurance,Advanced
Running,63,Low,Flexibility,Beginner
Yoga,85,Medium,Flexibility,Intermediate
Boxing,87,Medium,General Fitness,Advanced
Cardio,24,High,Endurance,Beginner
Boxing,51,Low,General Fitness,Beginner
HIIT,32,High,Endurance,Intermediate
Running,38,Low,Weight Loss,Advanced
HIIT,43,High,Flexibility,Beginner
CrossFit,50,High,Endurance,Beginner
Pilates,30,Low,Endurance,Beginner
Running,16,Medium,Flexibility,Advanced
Pilates,26,Low,Endurance,Beginner
Boxing,47,Low,Flexibility,Intermediate
Cycling,22,High,Weight Loss,Intermediate
CrossFit,25,High,Flexibility,Intermediate
Swimming,89,Medium,Endurance,Beginner
HIIT,35,High,Weight Loss,Intermediate
Pilates,49,Low,Flexibility,Intermediate
HIIT,19,Medium,General Fitness,Beginner
Running,51,Low,Flexibility,Beginner
Running,69,Medium,Muscle Gain,Advanced
HIIT,32,High,Weight Loss,Advanced
Cardio,39,Medium,Flexibility,Intermediate
HIIT,69,Low,Weight Loss,Beginner
Swimming,43,Low,Weight Loss,Advanced
HIIT,38,Medium,Weight Loss,Beginner
Strength Training,89,High,Muscle Gain,Beginner
Strength Training,37,High,Muscle Gain,Intermediate
Cardio,39,Medium,Endurance,Advanced
Pilates,77,Medium,Endurance,Beginner
Boxing,24,High,Endurance,Advanced
Running,25,Medium,General Fitness,Advanced
Yoga,59,Medium,Muscle Gain,Advanced
Yoga,74,Medium,General Fitness,Beginner
Pilates,26,High,General Fitness,Advanced
Swimming,22,High,Muscle Gain,Advanced
CrossFit,49,Medium,Flexibility,Advanced
Swimming,50,Medium,Flexibility,Advanced
Running,20,Medium,Weight Loss,Intermediate
Cycling,88,Medium,Weight Loss,Advanced
Running,65,High,General Fitness,Intermediate
CrossFit,38,Medium,Flexibility,Advanced
Running,22,High,Endurance,Advanced
CrossFit,74,High,Weight Loss,Beginner
Yoga,56,Medium,Muscle Gain,Advanced
Boxing,86,High,Endurance,Intermediate
Pilates,87,Low,Endurance,Intermediate
Pilates,59,High,Endurance,Beginner
HIIT,19,High,Weight Loss,Intermediate
HIIT,59,Low,Endurance,Advanced
Yoga,80,Medium,Muscle Gain,Beginner
HIIT,37,High,Weight Loss,Beginner
Boxing,75,Medium,Flexibility,Beginner
CrossFit,38,Medium,Weight Loss,Intermediate
Cardio,47,High,Endurance,Intermediate
Pilates,74,Medium,Weight Loss,Intermediate
Cycling,17,Low,Muscle Gain,Advanced
Boxing,71,Low,Muscle Gain,Intermediate
Swimming,43,High,Endurance,Beginner
Cycling,29,Low,Flexibility,Beginner
Cardio,66,Low,Endurance,Intermediate
Pilates,89,Medium,Muscle Gain,Advanced
Swimming,20,Low,General Fitness,Intermediate
Boxing,68,Low,General Fitness,Beginner
Cardio,85,High,Weight Loss,Advanced
Pilates,38,Low,Muscle Gain,Intermediate
HIIT,56,Medium,Muscle Gain,Intermediate
Cardio,16,Low,Muscle Gain,Intermediate
Pilates,34,High,Muscle Gain,Beginner
Running,17,Low,Endurance,Intermediate
Running,90,Low,Weight Loss,Intermediate
Running,23,Medium,Weight Loss,Beginner
HIIT,45,Low,Muscle Gain,Beginner
Yoga,43,Low,Muscle Gain,Intermediate
Strength Training,21,Low,General Fitness,Beginner
Strength Training,58,High,Flexibility,Beginner
Cycling,29,Low,Flexibility,Intermediate
Pilates,65,High,Flexibility,Intermediate
HIIT,50,Low,General Fitness,Advanced
Strength Training,37,Medium,General Fitness,Advanced
Cardio,38,Low,Endurance,Advanced
Boxing,77,High,Weight Loss,Intermediate
Cycling,28,Medium,General Fitness,Intermediate
HIIT,32,Medium,General Fitness,Beginner
Pilates,46,Low,Weight Loss,Beginner
Pilates,54,Low,Flexibility,Intermediate
Running,87,Medium,Flexibility,Beginner
Pilates,50,Low,General Fitness,Advanced
Yoga,57,Low,Weight Loss,Beginner
Swimming,46,High,Flexibility,Intermediate
Swimming,83,Medium,Flexibility,Advanced
Running,56,Low,Weight Loss,Advanced
Boxing,37,Low,Muscle Gain,Advanced
Yoga,44,Low,Flexibility,Intermediate
CrossFit,55,High,Flexibility,Advanced
HIIT,84,High,Weight Loss,Advanced
Yoga,81,Low,Weight Loss,Advanced
Swimming,74,High,Flexibility,Beginner
Swimming,41,Medium,Flexibility,Advanced
Swimming,68,High,Muscle Gain,Intermediate
Swimming,17,High,General Fitness,Intermediate
Boxing,81,Medium,General Fitness,Beginner
Pilates,49,High,Endurance,Advanced
Pilates,68,Medium,Muscle Gain,Advanced
Swimming,42,Low,Weight Loss,Advanced
Cardio,24,Low,Endurance,Beginner
Pilates,20,High,Weight Loss,Beginner
Cycling,77,High,Weight Loss,Advanced
Pilates,52,Low,General Fitness,Intermediate
Swimming,77,Low,General Fitness,Beginner
Strength Training,84,High,Muscle Gain,Advanced
Running,83,High,Flexibility,Beginner
Cardio,65,Low,Muscle Gain,Advanced
Boxing,79,High,Endurance,Beginner
Pilates,64,Medium,Weight Loss,Beginner
Running,68,Low,Muscle Gain,Advanced
CrossFit,24,Medium,Flexibility,Advanced
Cycling,55,Low,Endurance,Beginner
Strength Training,60,Medium,Flexibility,Beginner
Running,70,Medium,General Fitness,Advanced
CrossFit,38,High,General Fitness,Beginner
HIIT,35,Medium,Flexibility,Advanced
Running,58,High,Endurance,Advanced
CrossFit,79,Low,Flexibility,Intermediate
CrossFit,52,Low,Muscle Gain,Beginner
Boxing,89,Low,Endurance,Intermediate
CrossFit,28,High,Endurance,Advanced
Pilates,67,Medium,Weight Loss,Intermediate
Cardio,69,Medium,Weight Loss,Beginner
Boxing,78,Medium,Flexibility,Advanced
Pilates,38,Medium,Endurance,Beginner
Cardio,55,High,Endurance,Advanced
Swimming,18,Low,Endurance,Intermediate
Cardio,80,Medium,Weight Loss,Intermediate
Swimming,29,High,General Fitness,Advanced
Strength Training,72,Low,General Fitness,Intermediate
Strength Training,71,High,Weight Loss,Advanced
Yoga,46,High,Weight Loss,Intermediate
Yoga,19,High,Flexibility,Intermediate
Swimming,20,Medium,Flexibility,Advanced
Running,87,Low,Weight Loss,Advanced
Swimming,24,Medium,Muscle Gain,Beginner
Boxing,21,High,Endurance,Intermediate
Running,52,High,Flexibility,Intermediate
Yoga,32,Medium,Flexibility,Advanced
Swimming,87,High,Muscle Gain,Beginner
HIIT,70,High,Endurance,Beginner
Running,69,Low,Endurance,Advanced
Boxing,58,Medium,Weight Loss,Beginner
HIIT,37,Medium,General Fitness,Advanced
CrossFit,75,High,Weight Loss,Intermediate
Running,38,High,Endurance,Advanced
Running,36,Medium,Muscle Gain,Beginner
HIIT,39,Low,Flexibility,Intermediate
Yoga,76,Medium,Endurance,Beginner
Cardio,25,Low,Flexibility,Advanced
CrossFit,22,Low,General Fitness,Beginner
Strength Training,18,Medium,Endurance,Intermediate
Cycling,77,Low,General Fitness,Intermediate
CrossFit,87,Low,General Fitness,Advanced
Strength Training,41,Low,Weight Loss,Beginner
Swimming,75,Low,General Fitness,Intermediate
HIIT,19,Medium,General Fitness,Advanced
Cardio,43,Low,Endurance,Beginner
Strength Training,81,Low,Flexibility,Intermediate
HIIT,56,High,Weight Loss,Intermediate
Strength Training,43,High,General Fitness,Advanced
Cycling,53,Low,Flexibility,Advanced
Cardio,24,High,Muscle Gain,Intermediate
Running,45,Low,Weight Loss,Intermediate
Strength Training,24,Medium,Muscle Gain,Advanced
Pilates,57,High,General Fitness,Advanced
CrossFit,63,High,General Fitness,Advanced
Strength Training,25,High,General Fitness,Intermediate
Boxing,47,High,Weight Loss,Beginner
Strength Training,57,Medium,Weight Loss,Beginner
Pilates,74,Medium,Flexibility,Beginner
Swimming,20,Low,General Fitness,Beginner
Cycling,64,Medium,Flexibility,Advanced
Cycling,60,High,Weight Loss,Advanced
Boxing,60,High,Weight Loss,Advanced
Swimming,86,High,Weight Loss,Advanced
Swimming,78,High,Muscle Gain,Advanced
Cardio,74,High,General Fitness,Intermediate
Running,50,Low,Endurance,Advanced
Strength Training,81,Medium,Muscle Gain,Advanced
Pilates,59,Low,Muscle Gain,Advanced
Cycling,37,Low,General Fitness,Advanced
Yoga,38,High,Weight Loss,Advanced
Yoga,86,Medium,Flexibility,Intermediate
CrossFit,55,Medium,General Fitness,Intermediate
Running,89,Low,Flexibility,Advanced
CrossFit,41,Medium,Flexibility,Advanced
Pilates,83,Medium,General Fitness,Advanced
Strength Training,36,Low,Muscle Gain,Beginner
Cardio,30,High,General Fitness,Intermediate
Pilates,26,Medium,Endurance,Advanced
Boxing,80,Low,Flexibility,Intermediate
Cardio,47,High,Weight Loss,Beginner
Boxing,52,Medium,Weight Loss,Beginner
Yoga,87,High,Flexibility,Intermediate
CrossFit,47,Medium,General Fitness,Advanced
Yoga,71,Low,Flexibility,Advanced
Yoga,30,High,Flexibility,Intermediate
CrossFit,56,Low,Weight Loss,Intermediate
Running,80,High,Weight Loss,Advanced
CrossFit,47,High,Flexibility,Intermediate
Strength Training,30,High,Muscle Gain,Beginner
Boxing,31,Medium,Flexibility,Advanced
HIIT,19,Medium,Endurance,Advanced
Running,19,Medium,Muscle Gain,Beginner
Strength Training,34,Low,Weight Loss,Advanced
Running,30,High,Weight Loss,Intermediate
Cardio,26,High,Flexibility,Intermediate
Swimming,35,Low,Weight Loss,Beginner
Pilates,15,Low,Weight Loss,Advanced
Pilates,61,Medium,Muscle Gain,Advanced
Strength Training,54,High,Weight Loss,Beginner
Yoga,71,Low,Muscle Gain,Advanced
CrossFit,29,High,Muscle Gain,Advanced
Cycling,56,High,Flexibility,Advanced
Strength Training,89,Medium,Endurance,Beginner
Cycling,22,Low,Endurance,Intermediate
Swimming,22,Medium,Flexibility,Beginner
Strength Training,28,Medium,Weight Loss,Advanced
HIIT,32,High,Endurance,Intermediate
Strength Training,57,High,Flexibility,Beginner
Swimming,75,Medium,Weight Loss,Advanced
CrossFit,42,Low,General Fitness,Intermediate
Swimming,70,Medium,Flexibility,Beginner
Boxing,74,Medium,Muscle Gain,Advanced
Pilates,27,Medium,Weight Loss,Advanced
CrossFit,30,Low,Weight Loss,Intermediate
Cardio,49,Medium,Flexibility,Intermediate
Boxing,84,Medium,Muscle Gain,Intermediate
Swimming,17,Medium,Endurance,Intermediate
Pilates,41,Low,Endurance,Beginner
Cycling,47,High,Muscle Gain,Beginner
Cycling,66,Medium,Muscle Gain,Intermediate
Strength Training,55,Low,Flexibility,Intermediate
Yoga,62,Low,Muscle Gain,Advanced
Strength Training,28,Medium,Endurance,Intermediate
Swimming,90,High,Flexibility,Beginner
Cycling,41,Medium,Endurance,Intermediate
Cardio,27,Medium,Weight Loss,Advanced
Running,38,Medium,General Fitness,Intermediate
Cycling,15,High,Weight Loss,Intermediate
CrossFit,23,Medium,General Fitness,Beginner
Swimming,19,Low,Muscle Gain,Advanced
Cycling,46,Low,General Fitness,Beginner
Swimming,37,High,General Fitness,Advanced
Cycling,26,High,Muscle Gain,Intermediate
HIIT,17,High,Flexibility,Intermediate
CrossFit,76,High,General Fitness,Beginner
Yoga,56,High,General Fitness,Beginner
Boxing,32,Low,Flexibility,Intermediate
Running,28,High,Muscle Gain,Beginner
Strength Training,76,Medium,Muscle Gain,Advanced
Swimming,45,Medium,Endurance,Beginner
HIIT,24,High,Weight Loss,Advanced
Swimming,52,High,Weight Loss,Intermediate
Boxing,56,Medium,General Fitness,Intermediate
CrossFit,17,Medium,General Fitness,Beginner
Boxing,20,Low,Muscle Gain,Beginner
Boxing,86,Medium,General Fitness,Intermediate
Yoga,63,Medium,Endurance,Beginner
Strength Training,39,Low,Muscle Gain,Intermediate
Cardio,22,Medium,Weight Loss,Beginner
Swimming,71,Low,Muscle Gain,Beginner
Strength Training,80,Medium,Endurance,Advanced
Yoga,44,Medium,General Fitness,Beginner
Swimming,71,Low,Flexibility,Intermediate
HIIT,61,High,Endurance,Advanced
Swimming,40,Medium,Muscle Gain,Beginner
Cardio,47,Medium,Muscle Gain,Intermediate
Boxing,55,Low,Weight Loss,Advanced
Pilates,23,High,Flexibility,Intermediate
HIIT,25,Low,Endurance,Beginner
Running,17,Low,Endurance,Beginner
Cardio,33,Low,Muscle Gain,Beginner
HIIT,62,High,Flexibility,Advanced
Strength Training,60,Low,General Fitness,Advanced
Pilates,57,High,Weight Loss,Intermediate
Cycling,51,High,Weight Loss,Intermediate
Cardio,90,High,Flexibility,Intermediate
Swimming,74,Low,General Fitness,Beginner
Running,50,High,Flexibility,Intermediate
HIIT,24,Low,Endurance,Intermediate
HIIT,89,Low,General Fitness,Intermediate
Pilates,31,High,Muscle Gain,Beginner
Cycling,52,Low,General Fitness,Advanced
Pilates,88,Low,Flexibility,Beginner
Running,37,High,Flexibility,Intermediate
HIIT,48,High,Flexibility,Advanced
Yoga,42,Low,Weight Loss,Intermediate
Strength Training,63,Medium,Flexibility,Beginner
Strength Training,89,Low,Muscle Gain,Intermediate
Yoga,34,Medium,Endurance,Intermediate
Cycling,67,High,Endurance,Beginner
Swimming,77,Medium,Flexibility,Advanced
HIIT,56,High,Endurance,Intermediate
HIIT,88,High,Weight Loss,Advanced
Swimming,18,Low,Flexibility,Beginner
Cardio,26,Low,Muscle Gain,Beginner
Cardio,15,High,Weight Loss,Advanced
HIIT,83,High,General Fitness,Intermediate
Cycling,62,Medium,Endurance,Advanced
Boxing,28,High,Flexibility,Beginner
Swimming,65,Low,Flexibility,Intermediate
Strength Training,34,Low,Muscle Gain,Intermediate
Cardio,55,High,Weight Loss,Intermediate
Cardio,54,High,Endurance,Intermediate
Running,39,Medium,Muscle Gain,Beginner
Cycling,82,Medium,Weight Loss,Beginner
Boxing,83,Low,Flexibility,Advanced
Cardio,55,Medium,Weight Loss,Beginner
Pilates,26,Low,Flexibility,Beginner
HIIT,47,Low,General Fitness,Advanced
Cycling,60,High,General Fitness,Intermediate
Yoga,20,High,General Fitness,Beginner
Cycling,24,High,Endurance,Intermediate
Pilates,29,Low,Endurance,Advanced
HIIT,74,Low,Muscle Gain,Intermediate
Cycling,17,High,Endurance,Beginner
HIIT,31,Low,Muscle Gain,Intermediate
Boxing,53,High,Weight Loss,Advanced
HIIT,61,High,Muscle Gain,Intermediate
Cycling,66,Medium,Muscle Gain,Intermediate
Strength Training,17,Low,Muscle Gain,Advanced
Running,68,Low,Weight Loss,Beginner
Pilates,75,High,General Fitness,Beginner
Cycling,48,Medium,Endurance,Beginner
Yoga,36,Low,Flexibility,Beginner
HIIT,52,Medium,Endurance,Advanced
Running,38,Medium,Flexibility,Beginner
Strength Training,75,Medium,Muscle Gain,Intermediate
Swimming,32,Medium,Endurance,Advanced
CrossFit,66,Medium,General Fitness,Intermediate
Running,51,High,Muscle Gain,Intermediate
Cycling,55,Low,Endurance,Beginner
Yoga,19,High,Endurance,Advanced
Swimming,79,Medium,Flexibility,Beginner
Pilates,82,High,General Fitness,Advanced
CrossFit,71,Medium,Muscle Gain,Intermediate
Strength Training,46,High,General Fitness,Beginner
CrossFit,88,High,General Fitness,Intermediate
Running,15,Medium,Muscle Gain,Intermediate
Yoga,80,Low,General Fitness,Beginner
Cycling,36,Medium,Endurance,Intermediate
Pilates,50,Low,Weight Loss,Beginner
CrossFit,20,Medium,Weight Loss,Advanced
Pilates,67,Medium,Weight Loss,Intermediate
Pilates,27,Low,Endurance,Beginner
Pilates,36,Low,Muscle Gain,Intermediate
Cycling,76,High,Weight Loss,Advanced
HIIT,47,Medium,Weight Loss,Advanced
Running,81,Medium,Muscle Gain,Intermediate
HIIT,25,Low,Weight Loss,Beginner
HIIT,69,Medium,Flexibility,Intermediate
Cardio,74,High,General Fitness,Beginner
Pilates,63,High,General Fitness,Intermediate
Boxing,60,Medium,Endurance,Intermediate
Swimming,44,Medium,Muscle Gain,Intermediate
